id id_2
206 17252
206 17833
206 12869
206 10041
206 19384
206 1783
206 5343
206 8531
206 22330
206 11687
206 7095
206 6373
206 7413
206 20645
206 16557
206 16535
206 7041
206 4711
206 11391
206 14706
206 13003
206 16618
206 7677
206 7396
207 14458
207 22329
207 13155
207 8072
208 21765
208 8218
208 21065
213 1744
213 2280
213 4253
213 7235
213 11209
213 7431
213 501
213 11971
213 7945
213 1494
213 19292
213 12762
215 13029
215 10041
215 6622
215 14086
215 9986
215 19934
215 19384
215 14790
215 17673
7460 3499
7460 13432
7460 6290
7460 11804
7460 17384
7460 21629
7460 18730
7460 4193
7460 7562
7460 13602
7460 4689
7460 1654
7460 6473
7460 13316
7460 20067
7460 15963
7460 2509
7460 13441
7460 12496
7460 12666
7460 15581
7460 4453
7460 1921
7460 22294
7460 20762
7460 21192
7460 18306
7460 10578
7460 8788
7460 9371
7460 16425
7460 18024
7460 927
7460 6993
7460 12868
7460 5183
7460 18368
7460 21212
7460 8734
7460 18537
7460 19289
7460 3798
7460 6562
7460 12155
7460 15076
7460 12407
7460 14802
7460 7694
7460 11901
7460 12622
7460 13634
7460 13458
7460 17148
7460 19634
7460 19649
7460 11059
7460 4948
7460 6661
7460 7434
7460 13149
7460 19573
7460 1387
7460 17866
7460 22369
7460 13871
7460 7026
7460 22177
7460 18704
7460 5458
7460 8149
7460 2736
7460 5019
7460 9784
7460 7139
7460 6422
7460 12714
7460 16994
7460 13653
7460 14918
7460 9557
7460 19957
7460 1086
7460 20647
7460 8857
7460 8763
7460 16902
7460 3270
7460 11716
7460 18153
7460 1617
7460 21013
7460 6947
7460 10809
7460 14768
7460 18939
7460 6171
7460 18949
7460 16032
7460 16869
7460 16741
7460 9736
7460 6173
7460 22241
7460 18982
7460 13487
7460 10544
7460 19319
7460 14409
7460 592
7460 21085
7460 5212
7460 15579
7460 2078
7460 12458
7460 21231
7460 9118
7460 5926
7460 4518
7460 6453
7460 12348
7460 21975
7460 5539
7460 20559
7460 10426
7460 8879
7460 4657
7460 21259
7460 17848
7460 6264
7460 2759
7460 15980
7460 9087
7460 22421
7460 17354
7460 9943
7460 21569
7460 9235
7460 18725
218 18541
218 10582
218 9606
218 2757
218 19667
218 10331
218 15427
218 8636
218 1636
218 8669
218 19458
218 4393
218 8381
218 11235
218 3729
218 10273
218 3088
218 10085
219 15090
219 3679
219 15236
219 5587
219 21033
219 8700
222 9496
222 18887
222 16399
222 7195
222 12987
222 3062
222 19703
222 1912
222 6633
222 18673
222 12011
222 406
222 15263
222 3999
222 4373
222 15970
222 7789
222 16193
222 20210
222 15098
222 5388
222 13122
222 17377
222 5953
222 18086
222 12762
224 20731
224 8883
224 19347
228 11244
228 10002
228 1654
228 19027
228 8014
228 9241
228 14659
228 9294
228 14497
1379 11983
1379 7479
1379 5559
235 11309
235 10910
235 6519
235 1355
235 14453
238 19515
238 1078
238 10007
238 15151
238 7364
238 9160
238 710
238 12851
238 20342
238 10241
238 16139
238 13294
238 6677
238 21242
238 9128
238 18105
238 18577
238 21764
238 21341
238 18856
238 11732
238 8773
238 16960
238 12450
238 8508
238 17386
238 8874
238 6404
238 6552
238 2366
238 2242
238 4735
238 9176
238 21120
238 14623
238 12461
238 19415
238 7015
238 10783
238 2474
238 14451
238 6802
238 19776
238 17598
238 8067
238 14815
238 18903
238 8932
238 19000
238 8972
238 522
238 6926
242 18113
242 6066
242 18950
242 3864
242 2174
242 13989
242 3996
242 20024
242 5988
249 18079
253 378
254 8456
254 9625
254 4948
254 13434
254 11323
254 17384
254 7735
254 3735
254 14497
254 15951
254 19573
254 20976
254 4343
254 20279
254 19347
254 21231
254 15963
254 17848
254 1745
254 13441
254 10202
254 12464
254 19649
254 1921
254 16895
254 20922
254 16093
254 10809
254 4993
254 15076
254 1123
254 977
260 8297
266 3389
266 17262
270 9625
270 9220
270 5373
270 17384
270 8139
270 13602
270 4502
270 19743
270 19573
270 20276
270 3370
270 1745
270 2311
270 12408
270 12464
270 9294
270 9125
270 2506
270 20922
270 14497
270 21729
270 12937
270 18906
270 6264
270 15076
270 15963
270 16895
270 17726
10057 14686
10057 13755
10057 10095
10057 14260
10057 10194
10057 4323
10057 13783
10057 17350
10057 5570
10057 4840
10057 12972
10057 13716
10057 20756
10057 9574
10057 1722
10057 21598
10057 15387
10057 22134
10057 12470
10057 12416
276 19919
276 1694
277 19757
277 10526
277 7924
277 17544
277 21254
277 18906
277 4969
277 11280
277 18736
277 15114
277 13297
277 935
277 13908
277 11389
277 3630
277 5183
277 16258
277 20632
277 21385
277 5518
277 15223
277 10578
277 4437
289 20989
289 2220
289 799
289 1553
289 12437
289 16890
289 16177
289 7745
289 11947
289 687
289 6936
289 19403
289 20138
289 8197
292 18320
292 13279
292 21344
292 12109
294 11862
294 14746
296 1998
296 6085
296 5064
296 4112
296 11364
296 9117
296 15114
296 1827
296 17780
296 6600
296 19796
296 16258
296 20586
296 5469
296 18972
296 20632
296 7641
296 5518
296 18146
296 17007
296 5183
296 8961
296 7735
296 12946
296 19986
296 21254
296 13242
296 18906
296 9893
296 11280
296 17631
296 3839
296 13297
296 13908
296 15568
296 11389
296 3630
296 9356
296 1959
296 12761
296 560
296 18359
296 2914
296 15223
296 20291
296 12050
18717 386
18717 11236
18717 14781
18717 9620
18717 7941
18717 370
18717 17080
18717 21167
18717 9021
18717 13439
18717 6775
299 430
299 13921
18718 4003
18718 501
18718 11971
18718 16399
18718 14502
18718 2280
18718 19272
18718 20625
18718 17377
18718 406
18718 11209
303 14710
303 4729
303 16506
303 20660
303 17062
303 6154
305 1780
305 1969
305 2280
305 15603
305 19948
305 660
305 7945
305 19919
305 7716
305 15562
305 7100
305 12011
305 16688
305 4938
305 1531
305 10571
305 5993
305 15073
305 4003
305 17633
305 4976
305 5942
305 3252
305 11727
305 17695
305 505
305 17907
305 21196
305 1494
305 20232
305 9455
305 6735
305 14837
305 12674
307 9504
307 17769
307 5981
307 13186
307 10005
307 17771
307 16508
307 13958
307 7749
307 12098
307 4884
307 9373
307 3113
307 10566
307 14271
307 14307
307 22316
307 1740
307 3553
307 21645
307 4040
307 9241
307 5496
307 12547
307 12353
307 14186
307 9689
307 14746
307 16155
307 2596
307 9599
307 4502
307 4975
307 7048
307 4411
307 4772
307 17402
307 9651
307 8482
307 13574
307 8301
307 8730
307 15037
307 4633
307 14988
307 8869
307 16490
307 19448
307 15649
307 13453
307 10779
307 12871
307 2331
307 7216
307 21375
307 20653
307 1282
307 20827
307 9705
307 904
307 12088
307 8302
307 16977
307 1205
307 15531
307 7558
307 17658
307 2422
307 6536
307 1387
307 22375
307 7467
307 2824
307 16895
308 16948
308 8191
308 18517
308 9455
308 14821
308 8993
308 17762
308 17480
308 13932
308 12375
308 9973
308 7663
308 21605
308 2812
309 2018
309 1466
309 15620
309 17909
309 20983
309 13079
309 19499
313 15035
315 8895
315 12534
315 13525
315 22094
315 3533
315 10386
315 20559
315 21224
315 15122
7475 12288
7475 7269
7475 10231
7475 9761
7475 6703
7475 13309
7475 14608
7475 4737
7475 10047
7475 356
7475 3896
7475 11846
7475 7833
7475 18581
7475 18529
7475 6562
7475 3066
7475 496
7475 11472
7475 9663
7475 6202
7475 8579
7475 19691
7475 13690
7475 21975
7475 1917
7475 18573
7475 15830
7475 9262
7475 12654
7475 3743
7475 14981
7475 19437
7475 18886
7475 21671
7475 6994
7475 3695
7475 3342
323 14031
323 21998
323 10208
323 19137
323 10781
323 2272
323 2416
323 14773
323 11867
323 14661
323 2997
323 7138
323 10240
323 16131
323 18512
323 13093
323 10055
323 16799
323 21044
323 18217
323 18913
323 21895
323 21371
323 6307
323 17621
323 1068
323 3382
323 6683
323 19308
324 3090
324 22340
324 5329
324 11142
324 13165
324 15458
325 16097
325 20458
325 9864
325 21321
325 6717
325 5553
325 17072
325 9360
325 14143
325 999
325 15713
325 11113
325 19233
325 19305
325 5192
325 14486
325 9244
325 18652
325 13843
325 2809
325 21218
325 7971
325 21155
325 5162
325 544
325 16846
325 7747
325 15688
325 17752
325 12375
325 20224
325 6142
325 2362
325 16406
325 18615
325 3975
325 11308
325 6962
325 18079
325 2323
325 4605
325 21164
325 11431
325 358
325 2213
325 18998
325 19979
325 21779
325 5226
325 20872
325 14931
325 18154
325 10230
326 1690
326 20924
326 9759
326 10864
326 4192
326 11231
326 2886
326 22228
326 6720
326 22230
326 20879
326 7722
326 2974
326 18289
326 1351
326 19654
326 21713
326 5464
326 15647
326 19594
326 14988
326 7134
326 12831
326 8709
326 6959
326 5620
326 904
326 21917
326 3094
326 3677
326 22052
326 6679
326 10439
326 16291
326 6625
326 17247
326 5658
326 7108
329 2142
329 4440
329 17402
329 339
329 16473
329 17791
329 11277
329 13260
329 9319
335 6125
335 13932
335 14821
335 8993
335 17762
335 19631
335 5829
335 10861
335 7663
335 13854
335 16319
335 14643
336 881
336 20432
336 3323
336 8695
336 20560
336 7203
336 9657
337 1330
337 17821
337 9910
337 13576
337 20153
337 20173
337 3382
337 2162
337 14031
337 17884
337 10707
337 14213
337 4676
337 496
337 12993
337 16188
337 19388
337 7320
337 19757
337 17694
337 15328
337 9430
338 1914
338 8606
338 12135
338 18963
338 13709
338 15721
338 2461
338 17464
338 5361
338 17051
338 2186
339 3499
339 4440
339 524
339 11804
339 6875
339 5458
339 8139
339 9892
339 22224
339 12098
339 1387
339 11449
339 15283
339 11277
339 405
339 20067
339 15159
339 2544
339 9919
339 8765
339 20575
339 16393
339 3024
339 19633
339 4218
339 12603
339 21154
339 11341
339 19200
339 18655
339 15782
339 12176
339 5918
339 9349
339 9871
339 14346
339 17791
339 6103
339 4516
339 1639
339 21583
339 18966
339 18216
339 2085
339 9319
339 10834
339 2142
339 16093
339 8883
339 10554
339 16295
339 16895
341 7362
341 4420
341 1960
341 14330
341 5580
341 16153
341 20462
341 2405
341 478
341 12039
341 15506
341 4071
341 3678
341 20699
341 21338
341 13929
341 15008
341 992
341 11266
341 3705
341 3451
341 2644
341 16028
341 17404
341 19844
343 9367
343 7210
343 375
343 17646
343 11125
343 19483
343 3476
343 3865
343 19743
343 18548
343 16968
343 22037
343 16770
343 14344
343 20773
343 6490
343 14181
343 5379
343 21663
343 14677
343 5843
343 9355
343 7351
343 21708
343 8540
343 13719
343 14192
343 13460
343 1617
343 10205
343 6189
343 2822
343 18744
343 19890
343 5655
343 14280
343 17296
343 17426
343 7289
343 21729
345 2059
345 4071
345 13478
346 859
346 3894
346 14447
346 8918
346 17889
346 20418
346 6729
346 5873
346 14689
346 829
346 15044
346 12077
346 16945
346 1437
346 13521
346 4686
346 11461
347 916
347 6219
347 6173
347 19493
347 18527
347 21787
347 15425
347 4064
347 6980
347 8057
347 2416
347 6686
347 3821
347 10126
347 3043
347 9905
347 4246
347 1063
347 10231
347 17357
347 6696
347 3066
347 5951
347 8038
347 9104
347 18828
347 13530
347 1710
347 4045
347 9594
350 7852
350 19757
350 9974
350 5183
350 2673
350 7735
350 1316
350 3706
350 15223
350 2684
350 16151
350 19989
350 18677
350 11280
350 14778
350 19347
350 6551
350 1827
350 13297
350 18495
350 11389
350 3630
350 12017
350 21254
350 58
350 4003
350 20632
350 2444
350 15114
350 5518
350 18906
350 10578
350 4906
350 12269
350 20291
350 17578
356 12288
356 19511
356 15756
356 13690
356 6544
356 14608
356 8387
356 5508
356 3066
356 4624
356 15760
356 16282
356 3859
356 6202
356 22456
356 9761
356 2544
356 1360
356 14190
356 9339
356 14981
356 21286
356 9086
356 20483
356 6482
356 3342
356 21708
356 21112
356 18886
356 9262
356 6562
356 3173
356 20770
356 11472
356 12247
356 18457
356 13116
356 4737
356 4922
356 18573
356 7721
356 15961
356 21736
356 21671
356 5085
356 6072
356 13309
356 5726
356 10792
356 3735
356 13649
356 11231
356 20010
356 11846
356 16876
356 15626
356 20856
356 591
356 8579
356 19929
356 12654
356 9104
356 18604
356 22440
356 6686
356 18527
356 11596
356 20905
356 18074
356 5836
356 3896
356 7833
356 15830
356 15403
356 9844
356 20560
356 7142
356 11427
356 5926
356 21975
356 7843
356 2870
356 2085
356 20255
356 3053
356 17109
356 11266
356 14204
11244 3499
11244 19086
11244 16866
11244 11804
11244 17384
11244 11538
11244 20930
11244 9677
11244 11364
11244 961
11244 1387
11244 6160
11244 2442
11244 1391
11244 14597
11244 18645
11244 13858
11244 6383
11244 2981
11244 12496
11244 14045
11244 14659
11244 22398
11244 22057
11244 5432
11244 17956
11244 19027
11244 7247
11244 9525
11244 5710
11244 2284
11244 10426
11244 18216
11244 15174
11244 4486
11244 8316
11244 1245
11244 12408
11244 10503
11244 13634
11244 5622
11244 14060
11244 21496
11244 16978
11244 15531
11244 16194
11244 6151
11244 1654
11244 16895
11244 4399
11244 9241
11244 2193
11244 10002
11244 6045
11244 11323
11244 5458
11244 19383
11244 8139
11244 22328
11244 19573
11244 10350
11244 13228
11244 3370
11244 20892
11244 11074
11244 9681
11244 13742
11244 3374
11244 2245
11244 9294
11244 9125
11244 15052
11244 13928
11244 14646
11244 16093
11244 4502
11244 8014
11244 2942
11244 2404
11244 17984
11244 16475
11244 9220
11244 4855
11244 14497
11244 22449
11244 8869
11244 9871
11244 21231
11244 1205
11244 2824
11244 2422
11244 15951
11244 614
11244 19777
11244 7467
11244 1745
368 5051
368 8606
368 9949
368 5297
368 20818
368 13576
368 6441
368 14497
368 11363
368 7379
368 17478
368 7320
368 1387
368 16467
368 8926
368 1025
368 614
368 14213
368 13038
368 8813
368 17780
368 3839
368 16799
368 19347
368 9294
368 16746
368 17694
368 9430
368 2272
368 3073
368 22375
368 1959
368 5212
368 16895
368 2297
370 8849
370 4829
370 14781
370 10659
370 19727
370 10790
370 17483
370 9932
370 12162
370 18404
370 13439
370 22392
370 9303
370 6965
370 11236
370 7941
370 458
370 21420
370 4499
370 11529
370 9021
370 21051
371 6342
371 10214
371 3608
371 6129
371 1535
371 8517
371 13595
371 9160
371 9817
371 2960
371 18387
371 15788
371 18614
371 5977
371 17198
371 4671
371 22381
371 15213
371 20801
371 3899
371 13327
11247 16508
11247 17896
11247 2245
375 9367
375 4147
375 21227
375 17646
375 20246
375 6492
375 2294
375 19743
375 4987
375 10379
375 16770
375 19347
375 14181
375 16862
375 16433
375 1390
375 8540
375 4804
375 1617
375 21729
375 5655
375 14928
375 14245
375 16032
375 20513
375 21708
375 19890
375 7828
375 21663
375 7136
375 2565
375 6490
375 11056
375 19501
375 1946
375 10593
375 9480
375 13719
375 6189
375 2822
375 5318
377 19562
377 20433
377 11683
377 6441
377 3097
377 8139
